Country of Origin,Altitude,Harvest Year,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Category One Defects,Color,Category Two Defects,Specialty
Guatemala,1524.0,2014,Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,0,Green,3,No Specialty
Mexico,,2014,,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Colombia,1300.0,2013,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,0,Green,2,No Specialty
Taiwan,200.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,600.0,2013/2014,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,2,Green,1,No Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1300.0,2013,Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0,Green,3,No Specialty
Costa Rica,,2012,,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,0,Green,14,No Specialty
Guatemala,1752.6,2012,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,441.0,2012,Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,1,,8,No Specialty
Mexico,1170.0,2012,Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,9,No Specialty
Guatemala,1310.64,2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,2,Green,5,No Specialty
Brazil,1100.0,2012,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,0,Green,0,No Specialty
Brazil,950.0,2012,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,0,Green,2,No Specialty
Colombia,442.0,2012,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,2,Green,10,No Specialty
Taiwan,,2016/2017,,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Guatemala,1450.0,2016,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,0,Green,9,No Specialty
El Salvador,1500.0,2014,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,0,Green,0,No Specialty
Honduras,1350.0,2015,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Malawi,1180.0,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,650.0,2013/2014,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1338.0,2013,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,0,Blue-Green,4,No Specialty
United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,0,Bluish-Green,1,No Specialty
Mexico,533.0,2012,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,3,,8,No Specialty
Guatemala,1390.8024,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1170.0,2012,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0,Green,13,No Specialty
El Salvador,,2012,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,2,Green,5,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,900.0,2012,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0,Green,3,No Specialty
Colombia,1750.0,2012,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,,2012,Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,0,Green,1,No Specialty
Colombia,,,,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,0,,2,No Specialty
Brazil,934.0,2016,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,0,Green,5,No Specialty
Honduras,1500.0,2015,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0,Bluish-Green,2,No Specialty
Nicaragua,1000.0,,,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
"Tanzania, United Republic Of",1650.0,2015,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,1,Green,6,No Specialty
"Tanzania, United Republic Of",1600.0,2015/2016,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,0,Green,1,No Specialty
Thailand,800.0,2014,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Honduras,1350.0,2015,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0,Blue-Green,4,No Specialty
Brazil,,2014,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1100.0,2013,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1400.0,2013,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,1,,1,No Specialty
Taiwan,1200.0,2013/2014,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,800.0,2012,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,0,Green,0,No Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,0,Bluish-Green,1,No Specialty
Mexico,1144.0,2012,Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,1,,9,No Specialty
Guatemala,1350.0,2012,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,0,,2,No Specialty
Mexico,1000.0,2012,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1200.0,2012,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0,Green,1,No Specialty
Colombia,1800.0,4T/10,,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,0,,0,No Specialty
Indonesia,1300.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0,,3,No Specialty
Colombia,,2016,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,0,Green,6,No Specialty
Brazil,894.0,2016,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0,Green,3,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,0,Green,1,No Specialty
Costa Rica,1300.0,2015,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
"Tanzania, United Republic Of",1500.0,2014,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0,Green,5,No Specialty
"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,0,Green,3,No Specialty
Colombia,,2013,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,1,Green,0,No Specialty
Costa Rica,13.0,2013,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0,Green,2,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,0,Green,7,No Specialty
Mexico,1800.0,2012,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,3,Green,13,No Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,0,Green,11,No Specialty
Vietnam,1040.0,2012,Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,0,Green,2,No Specialty
Colombia,1600.0,January 2011,,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,1,,5,No Specialty
Honduras,1600.0,2017,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
Honduras,1600.0,2016,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0,Green,7,No Specialty
Brazil,944.0,2016,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,0,Green,3,No Specialty
"Tanzania, United Republic Of",1650.0,2015,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0,Green,20,No Specialty
Laos,1250.0,2015,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
"Tanzania, United Republic Of",1350.0,2014,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,0,Green,3,No Specialty
Malawi,2500.0,2014,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0,Bluish-Green,1,No Specialty
Taiwan,600.0,2013,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Thailand,800.0,2013,,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Costa Rica,1300.0,2013,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,0,Green,4,No Specialty
Honduras,1400.0,2014,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,0,Green,5,No Specialty
Colombia,1900.0,2013,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,0,Green,1,No Specialty
Taiwan,650.0,2012,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,0,Bluish-Green,0,No Specialty
Brazil,1038.5,2012,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Mexico,940.0,2012,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
Brazil,1000.0,2012,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0,Green,1,No Specialty
Brazil,1050.0,2012,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0,Blue-Green,1,No Specialty
Guatemala,,2012,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,0,Green,3,No Specialty
Brazil,950.0,2012,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,1402.08,2012,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,0,Green,10,No Specialty
Colombia,1775.0,Mayo a Julio,Caturra,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,0,,2,No Specialty
Guatemala,1901.0,2017,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,0,Green,1,No Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Honduras,1400.0,2017,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0,Green,1,No Specialty
Brazil,1020.0,2016 / 2017,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0,Green,4,No Specialty
El Salvador,1250.0,2014,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,0,Green,2,No Specialty
Guatemala,1550.0,2015,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,0,Green,7,No Specialty
"Tanzania, United Republic Of",1877.0,2014,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,0,Green,4,No Specialty
Nicaragua,,2013,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,3,Green,4,No Specialty
Zambia,1250.0,2014,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,1,,3,No Specialty
Honduras,,2012,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,1000.0,2012,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1300.0,2013,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,0,Green,6,No Specialty
Mexico,981.0,2012,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,2,,7,No Specialty
Mexico,690.0,2012,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,2,,8,No Specialty
Mexico,1650.0,2012,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1000.0,2012,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,2012,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,0,Green,3,No Specialty
Colombia,1600.0,4T/2010,,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0,,1,No Specialty
Guatemala,157.8864,2017,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,1,Green,1,No Specialty
Costa Rica,1900.0,2016,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,1,Green,4,No Specialty
Brazil,973.0,2016,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0,Green,3,No Specialty
Indonesia,1250.0,2015,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,3280.0,2015,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,2,Green,6,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Myanmar,4001.0,2015,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1425.0,2015,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,0,Green,7,No Specialty
Honduras,1400.0,2015,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Costa Rica,1300.0,2015,Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,700.0,2014,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Indonesia,1300.0,2014,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,2,,6,No Specialty
Malawi,1556.0,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Honduras,1350.0,2014,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1550.0,2014,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Colombia,1775.0,2013,Caturra,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,2,Bluish-Green,0,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,1,Bluish-Green,1,No Specialty
Brazil,1250.0,2012,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0,Bluish-Green,0,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,0,Green,1,No Specialty
Mexico,1500.0,2012,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1250.0,2012,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,10,No Specialty
Brazil,925.0,2011,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0,,2,No Specialty
Colombia,1700.0,1t/2011,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0,,0,No Specialty
United States (Hawaii),,,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,3,,12,No Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Vietnam,1040.0,2014,Caturra,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0,Bluish-Green,4,No Specialty
Brazil,,2013,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,0,Bluish-Green,1,No Specialty
Mexico,774.0,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,2,,9,No Specialty
Mexico,1250.0,2012,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0,Green,23,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1550.0,2012,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,10,Green,14,No Specialty
Mexico,1650.0,2012,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,0,,1,No Specialty
Colombia,1750.0,2011,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0,Green,1,No Specialty
Colombia,1775.0,Mayo a Julio,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,0,,0,No Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0,Green,5,No Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0,Green,3,No Specialty
Honduras,1450.0,2016,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0,Blue-Green,2,No Specialty
"Tanzania, United Republic Of",1800.0,2016,,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Nicaragua,,,,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Colombia,,2016,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,0,,1,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,0,Green,0,No Specialty
"Tanzania, United Republic Of",1500.0,2014,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
"Tanzania, United Republic Of",1700.0,2013,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,0,Green,7,No Specialty
Brazil,1260.0,2014/2015,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Indonesia,,2013,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Honduras,1400.0,2014,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,0,Green,5,No Specialty
Costa Rica,1850.0,2013,Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,,2014,,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,0,Green,4,No Specialty
Taiwan,150.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,750.0,2013/2014,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1400.0,2013,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,0,Green,6,No Specialty
Guatemala,1752.6,2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1650.0,2012,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,1,Green,13,No Specialty
Mexico,1400.0,2012,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1200.0,2012,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1400.0,2012,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,940.0,2012,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,0,Green,4,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,1,Green,1,No Specialty
Honduras,1200.0,2018,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,0,Blue-Green,3,No Specialty
Guatemala,190164.0,2017,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,800.0,2016,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Costa Rica,13.0,2015,Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,0,Green,1,No Specialty
"Tanzania, United Republic Of",1800.0,2014,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,0,Green,5,No Specialty
